0 0 0.0
0 1 0.0
0 2 0.0
0 3 0.0
0 4 0.0
0 5 0.0
0 6 0.0
0 7 0.0
0 8 0.0
0 9 0.0
0 10 0.0
0 11 0.0
0 12 0.0
0 13 0.0
0 14 0.0
0 15 0.0
0 16 0.0
0 17 0.0
0 18 0.0
0 19 0.0
0 20 0.0
0 21 0.0
0 22 0.0
0 23 0.0
0 24 0.0
0 25 0.0
0 26 0.0
0 27 0.0
0 28 0.0
0 29 0.0
0 30 0.0
0 31 0.0
0 32 0.0
0 33 0.0
0 34 0.0
0 35 0.0
0 36 0.0
0 37 0.0
0 38 0.0
0 39 0.0
0 40 0.0
0 41 0.0
0 42 0.0
0 43 0.0
0 44 0.0
0 45 0.0
0 46 0.0
0 47 0.0
0 48 0.0
0 49 0.0
0 50 0.0
0 51 0.0
0 52 0.0
0 53 0.0
0 54 0.0
0 55 0.0
0 56 0.0
0 57 0.0
0 58 0.0
0 59 0.0
0 60 0.0
0 61 0.0
0 62 0.0
0 63 0.0
0 64 0.0
0 65 0.0
0 66 0.0
0 67 0.0
0 68 0.0
0 69 0.0
0 70 0.0
0 71 0.0
0 72 0.0
0 73 0.0
0 74 0.0
0 75 0.0
0 76 0.0
0 77 0.0
0 78 0.0
0 79 0.0
0 80 0.0
0 81 0.0
0 82 0.0
0 83 0.0
0 84 0.0
0 85 0.0
0 86 0.0
0 87 0.0
0 88 0.0
0 89 0.0
0 90 0.0
0 91 0.0
0 92 0.0
0 93 0.0
0 94 0.0
0 95 0.0
0 96 0.0
0 97 0.0
0 98 0.0
0 99 0.0
0 100 0.0
1 0 0.0
1 1 0.0
1 2 0.0
1 3 0.0
1 4 0.0
1 5 0.0
1 6 0.0
1 7 0.0
1 8 0.0
1 9 0.0
1 10 0.0
1 11 1e-05
1 12 1e-05
1 13 1e-05
1 14 1e-05
1 15 1e-05
1 16 1e-05
1 17 1e-05
1 18 1e-05
1 19 1e-05
1 20 1e-05
1 21 1e-05
1 22 1e-05
1 23 1e-05
1 24 1e-05
1 25 1e-05
1 26 1e-05
1 27 1e-05
1 28 1e-05
1 29 1e-05
1 30 1e-05
1 31 1e-05
1 32 1e-05
1 33 1e-05
1 34 1e-05
1 35 1e-05
1 36 1e-05
1 37 2e-05
1 38 2e-05
1 39 2e-05
1 40 2e-05
1 41 2e-05
1 42 2e-05
1 43 2e-05
1 44 2e-05
1 45 2e-05
1 46 2e-05
1 47 2e-05
1 48 2e-05
1 49 2e-05
1 50 3e-05
1 51 2e-05
1 52 2e-05
1 53 2e-05
1 54 2e-05
1 55 2e-05
1 56 2e-05
1 57 2e-05
1 58 2e-05
1 59 2e-05
1 60 2e-05
1 61 3e-05
1 62 3e-05
1 63 3e-05
1 64 3e-05
1 65 3e-05
1 66 3e-05
1 67 3e-05
1 68 3e-05
1 69 3e-05
1 70 3e-05
1 71 3e-05
1 72 3e-05
1 73 3e-05
1 74 3e-05
1 75 3e-05
1 76 3e-05
1 77 3e-05
1 78 3e-05
1 79 3e-05
1 80 3e-05
1 81 3e-05
1 82 5e-05
1 83 4e-05
1 84 4e-05
1 85 4e-05
1 86 4e-05
1 87 4e-05
1 88 4e-05
1 89 5e-05
1 90 5e-05
1 91 7e-05
1 92 7e-05
1 93 7e-05
1 94 8e-05
1 95 7e-05
1 96 7e-05
1 97 7e-05
1 98 7e-05
1 99 4e-05
1 100 4e-05
2 0 0.0
2 1 0.0
2 2 0.0
2 3 0.0
2 4 0.0
2 5 0.0
2 6 0.0
2 7 0.0
2 8 0.0
2 9 0.0
2 10 0.0
2 11 1e-05
2 12 1e-05
2 13 1e-05
2 14 1e-05
2 15 1e-05
2 16 1e-05
2 17 1e-05
2 18 1e-05
2 19 1e-05
2 20 1e-05
2 21 1e-05
2 22 1e-05
2 23 1e-05
2 24 1e-05
2 25 1e-05
2 26 1e-05
2 27 1e-05
2 28 1e-05
2 29 1e-05
2 30 1e-05
2 31 1e-05
2 32 2e-05
2 33 2e-05
2 34 1e-05
2 35 2e-05
2 36 3e-05
2 37 2e-05
2 38 2e-05
2 39 2e-05
2 40 2e-05
2 41 2e-05
2 42 2e-05
2 43 2e-05
2 44 2e-05
2 45 2e-05
2 46 2e-05
2 47 2e-05
2 48 2e-05
2 49 2e-05
2 50 2e-05
2 51 2e-05
2 52 3e-05
2 53 3e-05
2 54 3e-05
2 55 2e-05
2 56 2e-05
2 57 2e-05
2 58 2e-05
2 59 3e-05
2 60 3e-05
2 61 3e-05
2 62 3e-05
2 63 3e-05
2 64 3e-05
2 65 3e-05
2 66 3e-05
2 67 3e-05
2 68 3e-05
2 69 3e-05
2 70 3e-05
2 71 3e-05
2 72 3e-05
2 73 4e-05
2 74 3e-05
2 75 3e-05
2 76 3e-05
2 77 4e-05
2 78 4e-05
2 79 5e-05
2 80 4e-05
2 81 4e-05
2 82 5e-05
2 83 4e-05
2 84 4e-05
2 85 4e-05
2 86 4e-05
2 87 4e-05
2 88 4e-05
2 89 4e-05
2 90 4e-05
2 91 4e-05
2 92 4e-05
2 93 4e-05
2 94 4e-05
2 95 5e-05
2 96 4e-05
2 97 4e-05
2 98 4e-05
2 99 4e-05
2 100 4e-05
3 0 0.0
3 1 0.0
3 2 0.0
3 3 0.0
3 4 0.0
3 5 0.0
3 6 0.0
3 7 0.0
3 8 1e-05
3 9 0.0
3 10 1e-05
3 11 1e-05
3 12 1e-05
3 13 1e-05
3 14 1e-05
3 15 1e-05
3 16 1e-05
3 17 1e-05
3 18 1e-05
3 19 1e-05
3 20 1e-05
3 21 1e-05
3 22 1e-05
3 23 1e-05
3 24 1e-05
3 25 1e-05
3 26 1e-05
3 27 1e-05
3 28 1e-05
3 29 1e-05
3 30 2e-05
3 31 2e-05
3 32 2e-05
3 33 5e-05
3 34 2e-05
3 35 2e-05
3 36 4e-05
3 37 2e-05
3 38 2e-05
3 39 2e-05
3 40 2e-05
3 41 2e-05
3 42 2e-05
3 43 2e-05
3 44 2e-05
3 45 2e-05
3 46 2e-05
3 47 2e-05
3 48 2e-05
3 49 3e-05
3 50 2e-05
3 51 3e-05
3 52 5e-05
3 53 4e-05
3 54 6e-05
3 55 3e-05
3 56 4e-05
3 57 3e-05
3 58 3e-05
3 59 3e-05
3 60 3e-05
3 61 3e-05
3 62 4e-05
3 63 3e-05
3 64 5e-05
3 65 3e-05
3 66 5e-05
3 67 5e-05
3 68 3e-05
3 69 3e-05
3 70 3e-05
3 71 3e-05
3 72 3e-05
3 73 5e-05
3 74 3e-05
3 75 3e-05
3 76 3e-05
3 77 3e-05
3 78 3e-05
3 79 4e-05
3 80 4e-05
3 81 4e-05
3 82 4e-05
3 83 6e-05
3 84 4e-05
3 85 4e-05
3 86 4e-05
3 87 4e-05
3 88 4e-05
3 89 4e-05
3 90 4e-05
3 91 4e-05
3 92 4e-05
3 93 4e-05
3 94 5e-05
3 95 4e-05
3 96 5e-05
3 97 4e-05
3 98 4e-05
3 99 4e-05
3 100 4e-05
4 0 0.0
4 1 0.0
4 2 0.0
4 3 0.0
4 4 0.0
4 5 0.0
4 6 0.0
4 7 0.0
4 8 0.0
4 9 1e-05
4 10 1e-05
4 11 1e-05
4 12 1e-05
4 13 1e-05
4 14 1e-05
4 15 1e-05
4 16 1e-05
4 17 1e-05
4 18 1e-05
4 19 1e-05
4 20 1e-05
4 21 1e-05
4 22 1e-05
4 23 1e-05
4 24 2e-05
4 25 1e-05
4 26 2e-05
4 27 2e-05
4 28 2e-05
4 29 1e-05
4 30 1e-05
4 31 1e-05
4 32 1e-05
4 33 1e-05
4 34 2e-05
4 35 2e-05
4 36 2e-05
4 37 2e-05
